Actual,Predicted,Confidence
AFIB,Normal,0.5766
AFIB,Normal,0.5996
AFIB,Normal,0.6378
AFIB,Normal,0.6456
AFIB,Normal,0.574
AFIB,Normal,0.5461
AFIB,Normal,0.6187
AFIB,Normal,0.6302
AFIB,Normal,0.612
AFIB,Normal,0.6287
AFIB,Normal,0.6345
AFIB,Normal,0.631
AFIB,Normal,0.6301
AFIB,Normal,0.6397
AFIB,Normal,0.615
AFIB,Normal,0.6256
AFIB,Normal,0.5638
AFIB,Normal,0.5221
AFIB,Normal,0.6109
AFIB,Normal,0.6135
AFIB,Normal,0.6385
AFIB,Normal,0.6189
AFIB,Normal,0.6186
AFIB,Normal,0.6135
AFIB,Normal,0.6364
AFIB,Normal,0.6134
AFIB,Normal,0.6344
AFIB,Normal,0.6266
AFIB,Normal,0.5685
AFIB,Normal,0.5801
AFIB,Normal,0.6275
AFIB,Normal,0.6352
AFIB,Normal,0.5944
AFIB,Normal,0.6168
AFIB,Normal,0.5922
AFIB,Normal,0.6061
AFIB,Normal,0.6311
AFIB,Normal,0.5915
AFIB,Normal,0.6104
AFIB,Normal,0.6347
AFIB,Normal,0.5991
AFIB,Normal,0.585
AFIB,Normal,0.6229
AFIB,Normal,0.6108
AFIB,Normal,0.6486
AFIB,Normal,0.625
AFIB,Normal,0.5688
AFIB,Normal,0.6089
AFIB,Normal,0.58
AFIB,Normal,0.5781
AFIB,Normal,0.6254
AFIB,Normal,0.5937
AFIB,Normal,0.5781
AFIB,Normal,0.6099
AFIB,Normal,0.6148
AFIB,Normal,0.5785
AFIB,Normal,0.5601
AFIB,Normal,0.5735
AFIB,Normal,0.6018
AFIB,Normal,0.6358
AFIB,Normal,0.6292
AFIB,Normal,0.6206
AFIB,Normal,0.5991
AFIB,Normal,0.6221
AFIB,Normal,0.6081
AFIB,Normal,0.5223
AFIB,Normal,0.5786
AFIB,Normal,0.6341
AFIB,Normal,0.6343
AFIB,Normal,0.6221
AFIB,Normal,0.6374
AFIB,Normal,0.6212
AFIB,Normal,0.6466
AFIB,Normal,0.6479
AFIB,Normal,0.6248
AFIB,Normal,0.6064
AFIB,Normal,0.5668
AFIB,Normal,0.5641
AFIB,Normal,0.6003
AFIB,Normal,0.624
AFIB,Normal,0.6169
AFIB,Normal,0.6032
AFIB,Normal,0.6282
AFIB,Normal,0.6061
AFIB,Normal,0.625
AFIB,Normal,0.6326
AFIB,Normal,0.66
AFIB,Normal,0.6549
AFIB,Normal,0.6323
AFIB,Normal,0.5751
AFIB,Normal,0.6081
AFIB,Normal,0.6292
AFIB,Normal,0.6018
AFIB,Normal,0.5441
AFIB,Normal,0.5488
AFIB,Normal,0.639
AFIB,Normal,0.6155
AFIB,Normal,0.6192
AFIB,Normal,0.627
AFIB,Normal,0.5926
AFIB,Normal,0.5672
AFIB,Normal,0.6059
AFIB,Normal,0.6609
AFIB,Normal,0.6384
AFIB,Normal,0.6032
AFIB,Normal,0.561
AFIB,Normal,0.556
AFIB,Normal,0.5963
AFIB,Normal,0.5671
AFIB,Normal,0.5863
AFIB,Normal,0.6146
AFIB,Normal,0.6147
AFIB,Normal,0.5894
AFIB,Normal,0.5999
AFIB,Normal,0.6204
AFIB,Normal,0.6086
AFIB,Normal,0.6373
AFIB,Normal,0.6022
AFIB,Normal,0.6006
AFIB,Normal,0.5493
AFIB,Normal,0.5177
AFIB,Normal,0.5844
AFIB,Normal,0.6061
AFIB,Normal,0.6277
AFIB,Normal,0.6109
AFIB,Normal,0.571
AFIB,Normal,0.5877
AFIB,Normal,0.6173
AFIB,Normal,0.606
AFIB,Normal,0.605
AFIB,Normal,0.6072
AFIB,Normal,0.6086
AFIB,Normal,0.6239
AFIB,Normal,0.6021
AFIB,Normal,0.6072
AFIB,Normal,0.6263
AFIB,Normal,0.5832
AFIB,Normal,0.5581
AFIB,Normal,0.6196
AFIB,Normal,0.6322
AFIB,Normal,0.5947
AFIB,Normal,0.6393
AFIB,Normal,0.6356
AFIB,Normal,0.6182
AFIB,Normal,0.636
AFIB,Normal,0.6269
AFIB,Normal,0.6245
AFIB,Normal,0.6065
AFIB,Normal,0.5484
AFIB,Normal,0.5416
AFIB,Normal,0.6382
AFIB,Normal,0.6051
AFIB,Normal,0.628
AFIB,Normal,0.6377
AFIB,Normal,0.6017
AFIB,Normal,0.608
AFIB,Normal,0.6198
AFIB,Normal,0.6314
AFIB,Normal,0.6258
AFIB,Normal,0.6372
AFIB,Normal,0.6009
AFIB,Normal,0.5649
AFIB,Normal,0.6161
AFIB,Normal,0.6243
AFIB,Normal,0.6209
AFIB,Normal,0.5891
AFIB,Normal,0.598
AFIB,Normal,0.6058
AFIB,Normal,0.6089
AFIB,Normal,0.6184
AFIB,Normal,0.5779
AFIB,Normal,0.5983
AFIB,Normal,0.5851
AFIB,Normal,0.5826
AFIB,Normal,0.6364
AFIB,Normal,0.632
AFIB,Normal,0.6064
AFIB,Normal,0.6208
AFIB,Normal,0.6539
AFIB,Normal,0.6049
AFIB,Normal,0.5931
AFIB,Normal,0.5401
AFIB,Normal,0.5434
AFIB,Normal,0.6186
AFIB,Normal,0.5386
AFIB,Normal,0.563
AFIB,Normal,0.63
AFIB,Normal,0.5915
AFIB,Normal,0.5259
AFIB,Normal,0.5811
AFIB,Normal,0.598
AFIB,Normal,0.6035
AFIB,Normal,0.6204
AFIB,Normal,0.6097
AFIB,Normal,0.6258
AFIB,Normal,0.6089
AFIB,Normal,0.5871
AFIB,Normal,0.5668
AFIB,Normal,0.6099
AFIB,Normal,0.637
AFIB,Normal,0.6285
AFIB,Normal,0.6448
AFIB,Normal,0.6375
AFIB,Normal,0.6277
AFIB,Normal,0.6084
AFIB,Normal,0.6163
AFIB,Normal,0.6347
AFIB,Normal,0.598
AFIB,Normal,0.5483
AFIB,Normal,0.5144
AFIB,Normal,0.5889
AFIB,Normal,0.5817
AFIB,Normal,0.615
AFIB,Normal,0.6206
AFIB,Normal,0.6106
AFIB,Normal,0.6193
AFIB,Normal,0.6186
AFIB,Normal,0.6281
AFIB,Normal,0.6424
AFIB,Normal,0.6394
AFIB,Normal,0.5625
AFIB,Normal,0.5773
AFIB,Normal,0.6417
AFIB,Normal,0.5857
AFIB,Normal,0.5565
AFIB,Normal,0.5888
AFIB,Normal,0.5985
AFIB,Normal,0.5729
AFIB,Normal,0.5984
AFIB,Normal,0.595
AFIB,Normal,0.6024
AFIB,Normal,0.6401
AFIB,Normal,0.5588
AFIB,Normal,0.5877
AFIB,Normal,0.6578
AFIB,Normal,0.631
AFIB,Normal,0.5973
AFIB,Normal,0.6123
AFIB,Normal,0.6186
AFIB,Normal,0.5653
AFIB,Normal,0.5766
AFIB,Normal,0.6128
AFIB,Normal,0.6113
AFIB,Normal,0.6025
AFIB,Normal,0.5387
AFIB,Normal,0.5686
AFIB,Normal,0.6254
AFIB,Normal,0.6407
AFIB,Normal,0.6267
AFIB,Normal,0.6021
AFIB,Normal,0.5921
AFIB,Normal,0.5268
AFIB,Normal,0.5109
AFIB,Normal,0.5719
AFIB,Normal,0.6324
AFIB,Normal,0.6386
AFIB,Normal,0.6113
AFIB,Normal,0.5496
AFIB,Normal,0.6119
AFIB,Normal,0.6405
AFIB,Normal,0.5792
AFIB,Normal,0.5882
AFIB,Normal,0.5881
AFIB,Normal,0.6292
AFIB,Normal,0.6243
AFIB,Normal,0.6328
AFIB,Normal,0.6277
AFIB,Normal,0.6381
AFIB,Normal,0.6218
AFIB,Normal,0.5479
AFIB,Normal,0.6053
AFIB,Normal,0.6189
AFIB,Normal,0.6149
AFIB,Normal,0.5961
AFIB,Normal,0.6142
AFIB,Normal,0.6259
AFIB,Normal,0.6299
AFIB,Normal,0.653
AFIB,Normal,0.5742
AFIB,Normal,0.5725
AFIB,Normal,0.5636
AFIB,Normal,0.544
AFIB,Normal,0.6234
AFIB,Normal,0.5939
AFIB,Normal,0.6201
AFIB,Normal,0.6043
AFIB,Normal,0.6095
AFIB,Normal,0.5833
AFIB,Normal,0.59
AFIB,Normal,0.58
AFIB,Normal,0.5966
AFIB,Normal,0.6263
AFIB,Normal,0.6237
AFIB,Normal,0.579
AFIB,Normal,0.6081
AFIB,Normal,0.6213
AFIB,Normal,0.5646
AFIB,Normal,0.5808
AFIB,Normal,0.5772
AFIB,Normal,0.5975
AFIB,Normal,0.6202
AFIB,Normal,0.6048
AFIB,Normal,0.6154
AFIB,Normal,0.6029
AFIB,Normal,0.5585
AFIB,Normal,0.588
AFIB,Normal,0.6163
AFIB,Normal,0.5703
AFIB,Normal,0.5777
AFIB,Normal,0.605
AFIB,Normal,0.5929
AFIB,Normal,0.6158
AFIB,Normal,0.6019
AFIB,Normal,0.548
AFIB,Normal,0.5355
AFIB,Normal,0.5667
AFIB,Normal,0.5822
AFIB,Normal,0.5746
AFIB,Normal,0.638
AFIB,Normal,0.6153
AFIB,Normal,0.6034
AFIB,Normal,0.6148
AFIB,Normal,0.612
AFIB,Normal,0.6165
AFIB,Normal,0.6105
AFIB,Normal,0.6469
AFIB,Normal,0.6512
AFIB,Normal,0.6251
AFIB,Normal,0.6176
AFIB,Normal,0.5741
AFIB,Normal,0.6135
AFIB,Normal,0.6255
AFIB,Normal,0.6187
AFIB,Normal,0.6247
AFIB,Normal,0.6223
AFIB,Normal,0.6054
AFIB,Normal,0.6439
AFIB,Normal,0.6538
AFIB,Normal,0.6355
AFIB,Normal,0.6127
AFIB,Normal,0.5639
AFIB,Normal,0.5638
AFIB,Normal,0.584
AFIB,Normal,0.587
AFIB,Normal,0.6144
AFIB,Normal,0.6212
AFIB,Normal,0.6276
AFIB,Normal,0.6333
AFIB,Normal,0.6146
AFIB,Normal,0.6065
AFIB,Normal,0.6149
AFIB,Normal,0.5861
AFIB,Normal,0.6024
AFIB,Normal,0.5562
AFIB,Normal,0.6027
AFIB,Normal,0.6333
AFIB,Normal,0.597
AFIB,Normal,0.5918
AFIB,Normal,0.5991
AFIB,Normal,0.612
AFIB,Normal,0.5752
AFIB,Normal,0.5728
AFIB,Normal,0.6248
AFIB,Normal,0.6212
AFIB,Normal,0.597
AFIB,Normal,0.5488
AFIB,Normal,0.6087
AFIB,Normal,0.5885
AFIB,Normal,0.5913
AFIB,Normal,0.5701
AFIB,Normal,0.545
AFIB,Normal,0.6198
AFIB,Normal,0.5699
AFIB,Normal,0.5948
AFIB,Normal,0.5925
AFIB,Normal,0.596
AFIB,Normal,0.5308
AFIB,Normal,0.527
AFIB,Normal,0.5845
AFIB,Normal,0.5807
AFIB,Normal,0.594
AFIB,Normal,0.5412
AFIB,Normal,0.5391
AFIB,Normal,0.5436
AFIB,Normal,0.5489
AFIB,Normal,0.5897
AFIB,Normal,0.5885
AFIB,Normal,0.6208
AFIB,Normal,0.6014
AFIB,Normal,0.5761
AFIB,Normal,0.6103
AFIB,Normal,0.6093
AFIB,Normal,0.6132
AFIB,Normal,0.6123
AFIB,Normal,0.619
AFIB,Normal,0.6143
AFIB,Normal,0.6303
AFIB,Normal,0.6152
AFIB,Normal,0.6377
AFIB,Normal,0.6428
AFIB,Normal,0.5728
AFIB,Normal,0.5503
AFIB,Normal,0.6412
AFIB,Normal,0.6575
AFIB,Normal,0.6088
AFIB,Normal,0.6142
AFIB,Normal,0.6081
AFIB,Normal,0.6185
AFIB,Normal,0.6402
AFIB,Normal,0.6365
AFIB,Normal,0.6381
AFIB,Normal,0.6056
AFIB,Normal,0.5527
AFIB,Normal,0.5505
AFIB,Normal,0.6216
AFIB,Normal,0.5702
AFIB,Normal,0.6114
AFIB,Normal,0.6242
AFIB,Normal,0.5955
AFIB,Normal,0.5896
AFIB,Normal,0.6126
AFIB,Normal,0.6242
AFIB,Normal,0.6042
AFIB,Normal,0.6217
AFIB,Normal,0.6082
AFIB,Normal,0.5576
AFIB,Normal,0.6348
AFIB,Normal,0.6178
AFIB,Normal,0.5558
AFIB,Normal,0.5644
AFIB,Normal,0.58
AFIB,Normal,0.5692
AFIB,Normal,0.5964
AFIB,Normal,0.6244
AFIB,Normal,0.5964
AFIB,Normal,0.6293
AFIB,Normal,0.5855
AFIB,Normal,0.5848
AFIB,Normal,0.6277
AFIB,Normal,0.6071
AFIB,Normal,0.6027
AFIB,Normal,0.5929
AFIB,Normal,0.6375
AFIB,Normal,0.6072
AFIB,Normal,0.5499
AFIB,Normal,0.5486
AFIB,Normal,0.5609
AFIB,Normal,0.5882
AFIB,Normal,0.556
AFIB,Normal,0.5871
AFIB,Normal,0.6476
AFIB,Normal,0.6353
AFIB,Normal,0.5876
AFIB,Normal,0.599
AFIB,Normal,0.6223
AFIB,Normal,0.6073
AFIB,Normal,0.6267
AFIB,Normal,0.6289
AFIB,Normal,0.6178
AFIB,Normal,0.5974
AFIB,Normal,0.5678
AFIB,Normal,0.5378
AFIB,Normal,0.6097
AFIB,Normal,0.6215
AFIB,Normal,0.6007
AFIB,Normal,0.6282
AFIB,Normal,0.6056
AFIB,Normal,0.6202
AFIB,Normal,0.587
AFIB,Normal,0.601
AFIB,Normal,0.6398
AFIB,Normal,0.5844
AFIB,Normal,0.55
AFIB,Normal,0.5644
AFIB,Normal,0.559
AFIB,Normal,0.5543
AFIB,Normal,0.6407
AFIB,Normal,0.6141
AFIB,Normal,0.6092
AFIB,Normal,0.6244
AFIB,Normal,0.5982
AFIB,Normal,0.6181
AFIB,Normal,0.6093
AFIB,Normal,0.6377
AFIB,Normal,0.5928
AFIB,Normal,0.5475
AFIB,Normal,0.5957
AFIB,Normal,0.6313
AFIB,Normal,0.5533
AFIB,Normal,0.5379
AFIB,Normal,0.5989
AFIB,Normal,0.5987
AFIB,Normal,0.6196
AFIB,Normal,0.5809
AFIB,Normal,0.5723
AFIB,Normal,0.6129
AFIB,Normal,0.6037
AFIB,Normal,0.6224
AFIB,Normal,0.651
AFIB,Normal,0.6351
AFIB,Normal,0.5923
AFIB,Normal,0.6034
AFIB,Normal,0.5889
AFIB,Normal,0.5475
AFIB,Normal,0.553
AFIB,Normal,0.5453
AFIB,Normal,0.5563
AFIB,Normal,0.5698
AFIB,Normal,0.5379
AFIB,Normal,0.5984
AFIB,Normal,0.6317
AFIB,Normal,0.5922
AFIB,Normal,0.6059
AFIB,Normal,0.5515
AFIB,Normal,0.5182
AFIB,Normal,0.5496
AFIB,Normal,0.5917
AFIB,Normal,0.5923
AFIB,Normal,0.6301
AFIB,Normal,0.6236
AFIB,Normal,0.5591
AFIB,Normal,0.5412
AFIB,Normal,0.6149
AFIB,Normal,0.6286
AFIB,Normal,0.5975
AFIB,Normal,0.6013
AFIB,Normal,0.5781
AFIB,Normal,0.5871
AFIB,Normal,0.5788
AFIB,Normal,0.5885
AFIB,Normal,0.5796
AFIB,Normal,0.5956
AFIB,Normal,0.5937
AFIB,Normal,0.5684
AFIB,Normal,0.6184
AFIB,Normal,0.6111
AFIB,Normal,0.6144
AFIB,Normal,0.6168
AFIB,Normal,0.6303
AFIB,Normal,0.6299
AFIB,Normal,0.6207
AFIB,Normal,0.6206
AFIB,Normal,0.6027
AFIB,Normal,0.6242
AFIB,Normal,0.5907
AFIB,Normal,0.5362
AFIB,Normal,0.5849
AFIB,Normal,0.6273
AFIB,Normal,0.5454
AFIB,Normal,0.5459
AFIB,Normal,0.5965
AFIB,Normal,0.5838
AFIB,Normal,0.5945
AFIB,Normal,0.5977
AFIB,Normal,0.6048
AFIB,Normal,0.5998
AFIB,Normal,0.58
AFIB,Normal,0.5592
AFIB,Normal,0.617
AFIB,Normal,0.6236
AFIB,Normal,0.5507
AFIB,Normal,0.5683
AFIB,Normal,0.5581
AFIB,Normal,0.5394
AFIB,Normal,0.5446
AFIB,Normal,0.6076
AFIB,Normal,0.6342
AFIB,Normal,0.6113
AFIB,Normal,0.5375
AFIB,Normal,0.5507
AFIB,Normal,0.5883
AFIB,Normal,0.539
AFIB,Normal,0.5771
AFIB,Normal,0.6121
AFIB,Normal,0.6209
AFIB,Normal,0.5736
AFIB,Normal,0.5116
AFIB,Normal,0.5441
AFIB,Normal,0.5984
AFIB,Normal,0.6084
AFIB,Normal,0.6249
AFIB,Normal,0.5789
AFIB,Normal,0.6399
AFIB,Normal,0.611
AFIB,Normal,0.6027
AFIB,Normal,0.5803
AFIB,Normal,0.6002
AFIB,Normal,0.6371
AFIB,Normal,0.606
AFIB,Normal,0.5999
AFIB,Normal,0.6065
AFIB,Normal,0.6403
AFIB,Normal,0.5951
AFIB,Normal,0.5353
AFIB,Normal,0.6
AFIB,Normal,0.6433
AFIB,Normal,0.6312
AFIB,Normal,0.6156
AFIB,Normal,0.6257
AFIB,Normal,0.6257
AFIB,Normal,0.6408
AFIB,Normal,0.5926
AFIB,Normal,0.5892
AFIB,Normal,0.6086
AFIB,Normal,0.5635
AFIB,Normal,0.5058
AFIB,Normal,0.622
AFIB,Normal,0.6111
AFIB,Normal,0.5941
AFIB,Normal,0.623
AFIB,Normal,0.6273
AFIB,Normal,0.6247
AFIB,Normal,0.6199
AFIB,Normal,0.5733
AFIB,Normal,0.5876
AFIB,Normal,0.5936
AFIB,Normal,0.588
AFIB,Normal,0.5871
AFIB,Normal,0.6353
AFIB,Normal,0.6395
AFIB,Normal,0.6112
AFIB,Normal,0.5894
AFIB,Normal,0.5591
AFIB,Normal,0.6014
AFIB,Normal,0.5963
AFIB,Normal,0.6078
AFIB,Normal,0.6147
AFIB,Normal,0.6121
AFIB,Normal,0.5933
AFIB,Normal,0.5937
AFIB,Normal,0.6554
AFIB,Normal,0.6023
AFIB,Normal,0.5955
AFIB,Normal,0.5944
AFIB,Normal,0.578
AFIB,Normal,0.5554
AFIB,Normal,0.5487
AFIB,Normal,0.5737
AFIB,Normal,0.5423
AFIB,Normal,0.5925
AFIB,Normal,0.5607
AFIB,Normal,0.5494
AFIB,Normal,0.614
AFIB,Normal,0.6004
AFIB,Normal,0.5604
AFIB,Normal,0.5358
AFIB,Normal,0.5466
AFIB,Normal,0.5719
AFIB,Normal,0.5809
AFIB,Normal,0.6157
AFIB,Normal,0.5978
AFIB,Normal,0.6081
AFIB,Normal,0.5985
AFIB,Normal,0.5712
AFIB,Normal,0.6073
AFIB,Normal,0.6228
AFIB,Normal,0.6079
AFIB,Normal,0.6292
AFIB,Normal,0.6253
AFIB,Normal,0.6002
AFIB,Normal,0.6159
AFIB,Normal,0.6362
AFIB,Normal,0.6308
AFIB,Normal,0.593
AFIB,Normal,0.5642
AFIB,Normal,0.5857
AFIB,Normal,0.6255
AFIB,Normal,0.6067
AFIB,Normal,0.614
AFIB,Normal,0.5984
AFIB,Normal,0.5816
AFIB,Normal,0.6034
AFIB,Normal,0.6155
AFIB,Normal,0.6394
AFIB,Normal,0.6255
AFIB,Normal,0.5614
AFIB,Normal,0.5384
AFIB,Normal,0.5254
AFIB,Normal,0.5889
AFIB,Normal,0.5926
AFIB,Normal,0.5884
AFIB,Normal,0.6105
AFIB,Normal,0.5749
AFIB,Normal,0.5849
AFIB,Normal,0.5472
AFIB,Normal,0.5742
AFIB,Normal,0.5972
AFIB,Normal,0.5976
AFIB,Normal,0.5796
AFIB,Normal,0.5413
AFIB,Normal,0.6031
AFIB,Normal,0.5571
AFIB,Normal,0.5538
AFIB,Normal,0.524
AFIB,Normal,0.5221
AFIB,Normal,0.5425
AFIB,Normal,0.5737
AFIB,Normal,0.6069
AFIB,Normal,0.6345
AFIB,Normal,0.5643
AFIB,Normal,0.5676
AFIB,Normal,0.5774
AFIB,Normal,0.5761
AFIB,Normal,0.5721
AFIB,Normal,0.5585
AFIB,Normal,0.578
AFIB,Normal,0.5518
AFIB,Normal,0.5652
AFIB,Normal,0.5735
AFIB,Normal,0.5901
AFIB,Normal,0.6305
AFIB,Normal,0.562
AFIB,Normal,0.5254
AFIB,Normal,0.5984
AFIB,Normal,0.6346
AFIB,Normal,0.5827
AFIB,Normal,0.5861
AFIB,Normal,0.6009
AFIB,Normal,0.5879
AFIB,Normal,0.6128
AFIB,Normal,0.5857
AFIB,Normal,0.6063
AFIB,Normal,0.6038
AFIB,Normal,0.5381
AFIB,Normal,0.52
AFIB,Normal,0.5943
AFIB,Normal,0.6346
AFIB,Normal,0.5935
AFIB,Normal,0.6032
AFIB,Normal,0.5877
AFIB,Normal,0.5918
AFIB,Normal,0.6022
AFIB,Normal,0.6158
AFIB,Normal,0.6436
AFIB,Normal,0.6011
AFIB,Normal,0.5741
AFIB,Normal,0.5544
AFIB,Normal,0.6027
AFIB,Normal,0.5922
AFIB,Normal,0.6158
AFIB,Normal,0.591
AFIB,Normal,0.5982
AFIB,Normal,0.6063
AFIB,Normal,0.591
AFIB,Normal,0.6095
AFIB,Normal,0.5756
AFIB,Normal,0.6055
AFIB,Normal,0.5822
AFIB,Normal,0.5542
AFIB,Normal,0.5882
AFIB,Normal,0.63
AFIB,Normal,0.5817
AFIB,Normal,0.5517
AFIB,Normal,0.5542
AFIB,Normal,0.5767
AFIB,Normal,0.5863
AFIB,Normal,0.5914
AFIB,Normal,0.598
AFIB,Normal,0.6113
AFIB,Normal,0.5997
AFIB,Normal,0.6298
AFIB,Normal,0.6619
AFIB,Normal,0.6218
AFIB,Normal,0.5384
AFIB,Normal,0.5613
AFIB,Normal,0.5783
AFIB,Normal,0.567
AFIB,Normal,0.5733
AFIB,Normal,0.5324
AFIB,Normal,0.5643
AFIB,Normal,0.5743
AFIB,Normal,0.525
AFIB,Normal,0.5817
AFIB,Normal,0.5952
AFIB,Normal,0.5487
AFIB,Normal,0.5227
AFIB,Normal,0.5596
AFIB,Normal,0.5823
AFIB,Normal,0.6206
AFIB,Normal,0.6279
AFIB,Normal,0.6271
AFIB,Normal,0.6318
AFIB,Normal,0.5971
AFIB,Normal,0.55
AFIB,Normal,0.5087
AFIB,Normal,0.5756
AFIB,Normal,0.6139
AFIB,Normal,0.6314
AFIB,Normal,0.6301
AFIB,Normal,0.5961
AFIB,Normal,0.6308
AFIB,Normal,0.6141
AFIB,Normal,0.6156
AFIB,Normal,0.6167
AFIB,Normal,0.5986
AFIB,Normal,0.5368
AFIB,Normal,0.5315
AFIB,Normal,0.6022
AFIB,Normal,0.6055
AFIB,Normal,0.592
AFIB,Normal,0.5928
AFIB,Normal,0.6273
AFIB,Normal,0.6241
AFIB,Normal,0.6082
AFIB,Normal,0.6304
AFIB,Normal,0.5982
AFIB,Normal,0.6093
AFIB,Normal,0.5147
AFIB,Normal,0.5998
AFIB,Normal,0.6489
AFIB,Normal,0.5857
AFIB,Normal,0.5845
AFIB,Normal,0.6155
AFIB,Normal,0.5981
AFIB,Normal,0.6176
AFIB,Normal,0.6123
AFIB,Normal,0.6163
AFIB,Normal,0.6035
AFIB,Normal,0.6074
AFIB,Normal,0.5805
AFIB,Normal,0.6106
AFIB,Normal,0.6353
AFIB,Normal,0.5831
AFIB,Normal,0.5981
AFIB,Normal,0.604
AFIB,Normal,0.5901
AFIB,Normal,0.5596
AFIB,Normal,0.5485
AFIB,Normal,0.6025
AFIB,Normal,0.5845
AFIB,Normal,0.5602
AFIB,Normal,0.5726
AFIB,Normal,0.6312
AFIB,Normal,0.587
AFIB,Normal,0.5915
AFIB,Normal,0.5853
AFIB,Normal,0.571
AFIB,Normal,0.536
AFIB,Normal,0.5146
AFIB,Normal,0.6158
AFIB,Normal,0.6542
AFIB,Normal,0.6447
AFIB,Normal,0.6145
AFIB,Normal,0.5396
AFIB,Normal,0.6111
AFIB,Normal,0.6141
AFIB,Normal,0.5896
AFIB,Normal,0.5598
AFIB,Normal,0.5697
AFIB,Normal,0.6104
AFIB,Normal,0.5996
AFIB,Normal,0.6245
AFIB,Normal,0.6105
AFIB,Normal,0.6074
AFIB,Normal,0.5723
AFIB,Normal,0.5659
AFIB,Normal,0.6245
AFIB,Normal,0.6298
AFIB,Normal,0.6103
AFIB,Normal,0.5817
AFIB,Normal,0.6092
AFIB,Normal,0.5959
AFIB,Normal,0.6024
AFIB,Normal,0.627
AFIB,Normal,0.6446
AFIB,Normal,0.5953
AFIB,Normal,0.5449
AFIB,Normal,0.5663
AFIB,Normal,0.6036
AFIB,Normal,0.5791
AFIB,Normal,0.5938
AFIB,Normal,0.5866
AFIB,Normal,0.5717
AFIB,Normal,0.6025
AFIB,Normal,0.6335
AFIB,Normal,0.607
AFIB,Normal,0.6307
AFIB,Normal,0.6104
AFIB,Normal,0.5818
AFIB,Normal,0.5431
AFIB,Normal,0.5969
AFIB,Normal,0.6007
AFIB,Normal,0.5967
AFIB,Normal,0.6328
AFIB,Normal,0.5845
AFIB,Normal,0.586
AFIB,Normal,0.5955
AFIB,Normal,0.6149
AFIB,Normal,0.5814
AFIB,Normal,0.5808
AFIB,Normal,0.5548
AFIB,Normal,0.5418
AFIB,Normal,0.6051
AFIB,Normal,0.5875
AFIB,Normal,0.5726
AFIB,Normal,0.5722
AFIB,Normal,0.575
AFIB,Normal,0.5984
AFIB,Normal,0.5579
AFIB,Normal,0.5823
AFIB,Normal,0.5971
AFIB,Normal,0.6118
AFIB,Normal,0.5864
AFIB,Normal,0.5843
AFIB,Normal,0.6374
AFIB,Normal,0.5695
AFIB,Normal,0.5216
AFIB,Normal,0.5195
AFIB,Normal,0.5891
AFIB,Normal,0.5787
AFIB,Normal,0.6023
AFIB,Normal,0.6065
AFIB,Normal,0.6089
AFIB,Normal,0.6497
AFIB,Normal,0.5626
AFIB,Normal,0.5364
AFIB,Normal,0.61
AFIB,Normal,0.6392
AFIB,Normal,0.584
AFIB,Normal,0.6141
AFIB,Normal,0.6439
AFIB,Normal,0.6071
AFIB,Normal,0.6009
AFIB,Normal,0.6176
AFIB,Normal,0.6295
AFIB,Normal,0.5784
AFIB,Normal,0.5341
AFIB,Normal,0.5166
AFIB,Normal,0.6245
AFIB,Normal,0.638
AFIB,Normal,0.5963
AFIB,Normal,0.6027
AFIB,Normal,0.601
AFIB,Normal,0.5997
AFIB,Normal,0.582
AFIB,Normal,0.5935
AFIB,Normal,0.6296
AFIB,Normal,0.6238
AFIB,Normal,0.5984
AFIB,Normal,0.565
AFIB,Normal,0.5812
AFIB,Normal,0.6086
AFIB,Normal,0.573
AFIB,Normal,0.5784
AFIB,Normal,0.588
AFIB,Normal,0.6096
AFIB,Normal,0.57
AFIB,Normal,0.5929
AFIB,Normal,0.597
AFIB,Normal,0.5952
AFIB,Normal,0.5857
AFIB,Normal,0.5521
AFIB,Normal,0.6053
AFIB,Normal,0.6168
AFIB,Normal,0.6101
AFIB,Normal,0.55
AFIB,Normal,0.5392
AFIB,Normal,0.5273
AFIB,Normal,0.5265
AFIB,Normal,0.5977
AFIB,Normal,0.5753
AFIB,Normal,0.5955
AFIB,Normal,0.5462
AFIB,Normal,0.5654
AFIB,Normal,0.6261
AFIB,Normal,0.6047
AFIB,Normal,0.6032
AFIB,Normal,0.5644
AFIB,Normal,0.5569
AFIB,Normal,0.525
AFIB,Normal,0.53
AFIB,Normal,0.5477
AFIB,Normal,0.5838
AFIB,Normal,0.6122
AFIB,Normal,0.601
AFIB,Normal,0.6171
AFIB,Normal,0.6345
AFIB,Normal,0.6463
AFIB,Normal,0.5988
AFIB,Normal,0.5922
AFIB,Normal,0.5626
AFIB,Normal,0.5759
AFIB,Normal,0.6058
AFIB,Normal,0.5833
AFIB,Normal,0.6266
AFIB,Normal,0.6338
AFIB,Normal,0.5968
AFIB,Normal,0.5182
AFIB,Normal,0.5846
AFIB,Normal,0.6016
AFIB,Normal,0.6182
AFIB,Normal,0.635
AFIB,Normal,0.6014
AFIB,Normal,0.6234
AFIB,Normal,0.6173
AFIB,Normal,0.6133
AFIB,Normal,0.5796
AFIB,Normal,0.5805
AFIB,Normal,0.5925
AFIB,Normal,0.5607
AFIB,Normal,0.6319
AFIB,Normal,0.5877
AFIB,Normal,0.5885
AFIB,Normal,0.5751
AFIB,Normal,0.6016
AFIB,Normal,0.5857
